#TYPE	INDEX	FIELD	VALUE
ItemCandidate	431	Name	ThunderRing
ItemCandidate	432	Name	TaeGukRing
ItemCandidate	433	Name	OmaSpiritRing
ItemCandidate	434	Name	NobleRing
ItemCandidate	435	Name	SoulRing
ItemCandidate	436	Name	PledgeRing
ItemCandidate	437	Name	CrimsonRubyRing
ItemCandidate	438	Name	FiveElementRing
ItemCandidate	439	Name	GoldDragonRing
ItemCandidate	440	Name	DemonRubyRing
ItemCandidate	441	Name	EvilExpelRing
ItemCandidate	442	Name	PurpleFoxRing
ItemCandidate	443	Name	RedFoxRing
ItemCandidate	444	Name	BlueFoxRing
ItemCandidate	445	Name	GreatPurpleFoxRing
ItemCandidate	446	Name	GreatRedFoxRing
ItemCandidate	447	Name	GreatBlueFoxRing
ItemCandidate	448	Name	SurvivalRing
ItemCandidate	449	Name	SealRing
ItemCandidate	450	Name	TajiRing
ItemCandidate	451	Name	CraftRing1
ItemCandidate	452	Name	CraftRing2
ItemCandidate	453	Name	CraftRing3
ItemCandidate	454	Name	CraftRing4
ItemCandidate	455	Name	CraftRing5
ItemCandidate	456	Name	CraftRing6
ItemCandidate	457	Name	CraftRing7
ItemCandidate	458	Name	CraftRing8
ItemCandidate	459	Name	CraftRing9
ItemCandidate	460	Name	CraftRing10
ItemCandidate	461	Name	RedDemonRing
ItemCandidate	462	Name	CloudRing
ItemCandidate	463	Name	PoisonRing
ItemCandidate	464	Name	EvilDragonRing
ItemCandidate	465	Name	EvilDragonRing1
ItemCandidate	466	Name	EvilDragonRing2
ItemCandidate	467	Name	EvilDragonRing3
ItemCandidate	468	Name	EvilDragonRing4
ItemCandidate	469	Name	EvilDragonRing5
ItemCandidate	470	Name	RDragonRing
ItemCandidate	471	Name	RDragonRing1
ItemCandidate	472	Name	RDragonRing2
ItemCandidate	473	Name	RDragonRing3
ItemCandidate	474	Name	RDragonRing4
ItemCandidate	475	Name	RDragonRing5
ItemCandidate	476	Name	IronBracelet
ItemCandidate	477	Name	ThinBracelet
ItemCandidate	478	Name	LeatherGlove
ItemCandidate	479	Name	SilverBracelet
ItemCandidate	480	Name	SteelBracelet
ItemCandidate	481	Name	LargeBracelet
ItemCandidate	482	Name	SharpBracelet
ItemCandidate	483	Name	HardGlove
ItemCandidate	484	Name	MagicBracelet
ItemCandidate	485	Name	EvadeBracelet
ItemCandidate	486	Name	EbonyBracelet
ItemCandidate	487	Name	MonkBracelet
ItemCandidate	488	Name	StrainBracelet
ItemCandidate	489	Name	DeathGauntlet
ItemCandidate	490	Name	GoldBracelet
ItemCandidate	491	Name	3rdEyeBracelet
ItemCandidate	492	Name	BronzeGlove
ItemCandidate	493	Name	SpellBracelet
ItemCandidate	494	Name	KnightBracelet
ItemCandidate	495	Name	DragonBracelet
ItemCandidate	496	Name	SoulSpringBracelet
ItemCandidate	497	Name	BlackIronBracelet
ItemCandidate	498	Name	SteelGlove
ItemCandidate	499	Name	BracerOfMagic
ItemCandidate	500	Name	TaoPowerBracelet
ItemCandidate	501	Name	SteelGauntlet
ItemCandidate	502	Name	8TrigramWheel
ItemCandidate	503	Name	HangMaWheel
ItemCandidate	504	Name	BokMaWheel
ItemCandidate	505	Name	BaekTaGlove
ItemCandidate	506	Name	SpiritReformer
ItemCandidate	507	Name	HolyTaoWheel
ItemCandidate	508	Name	DualTitanAmulet
ItemCandidate	509	Name	EvilWhispAmulet
ItemCandidate	510	Name	SacredAngelAmulet
ItemCandidate	511	Name	WildTitanAmulet
ItemCandidate	512	Name	EnchantedAmulet
ItemCandidate	513	Name	FiveElementAmulet
ItemCandidate	514	Name	PurpleFoxBracelet
ItemCandidate	515	Name	RedFoxBracelet
ItemCandidate	516	Name	BlueFoxBracelet
ItemCandidate	517	Name	GreatPurpleFoxBrace
ItemCandidate	518	Name	GreatRedFoxBrace
ItemCandidate	519	Name	GreatBlueFoxBrace
ItemCandidate	520	Name	SurvivalBracelet
ItemCandidate	521	Name	LunarBracelet
ItemCandidate	522	Name	GoldenDragonBrace
ItemCandidate	523	Name	GoldenDragonBrace1
ItemCandidate	524	Name	GoldenDragonBrace2
ItemCandidate	525	Name	GoldenDragonBrace3
ItemCandidate	526	Name	GoldenDragonBrace4
ItemCandidate	527	Name	GoldenDragonBrace5
ItemCandidate	528	Name	EvilDragonBracelet
ItemCandidate	529	Name	EvilDragonBracelet1
ItemCandidate	530	Name	EvilDragonBracelet2
ItemCandidate	531	Name	EvilDragonBracelet3
ItemCandidate	532	Name	EvilDragonBracelet4
ItemCandidate	533	Name	EvilDragonBracelet5
ItemCandidate	534	Name	GoldNecklace
ItemCandidate	535	Name	PrecisionNecklace
ItemCandidate	536	Name	BlackNecklace
ItemCandidate	537	Name	EbonyNecklace
ItemCandidate	538	Name	YellowNecklace
ItemCandidate	539	Name	PlatinumNecklace
ItemCandidate	540	Name	JadeNecklace
ItemCandidate	541	Name	TigerNecklace
ItemCandidate	542	Name	ElusionNecklace
ItemCandidate	543	Name	NagaNecklace
ItemCandidate	544	Name	AmberNecklace
ItemCandidate	545	Name	PhoenixBead
ItemCandidate	546	Name	LanternNecklace
ItemCandidate	547	Name	GaleNecklace
ItemCandidate	548	Name	WarriorNecklace
ItemCandidate	549	Name	BlueCrystalNecklace
ItemCandidate	550	Name	BlueJadeNecklace
ItemCandidate	551	Name	ConvexLens
ItemCandidate	552	Name	BambooPipe
ItemCandidate	553	Name	BlueThunderNecklace
ItemCandidate	554	Name	SpiritPowerNecklace
ItemCandidate	555	Name	ClawNecklace
ItemCandidate	556	Name	LifeNecklace
ItemCandidate	557	Name	PearlNecklace
ItemCandidate	558	Name	AmethystNecklace
ItemCandidate	559	Name	DemonicBells
ItemCandidate	560	Name	SoulNecklace
ItemCandidate	561	Name	GreenBead
ItemCandidate	562	Name	HeroNecklace
ItemCandidate	563	Name	AdamantineNecklace
ItemCandidate	564	Name	RequiemNecklace
ItemCandidate	565	Name	CuspidNecklace
ItemCandidate	566	Name	SorceryAnchor
ItemCandidate	567	Name	PurifiedMirror
ItemCandidate	568	Name	AdamantNecklace
ItemCandidate	569	Name	EvilTriangle
ItemCandidate	570	Name	CrossPurified
ItemCandidate	571	Name	PurpleFoxCollar
ItemCandidate	572	Name	RedFoxCollar
ItemCandidate	573	Name	BlueFoxCollar
ItemCandidate	574	Name	GreatPurpleFoxCollar
ItemCandidate	575	Name	GreatRedFoxCollar
ItemCandidate	576	Name	GreatBlueFoxCollar
ItemCandidate	577	Name	SurvivalNecklace
ItemCandidate	578	Name	DemonMask
ItemCandidate	579	Name	VioletOrb
ItemCandidate	580	Name	KunroonTear
ItemCandidate	581	Name	DragonNecklace
ItemCandidate	582	Name	DragonNecklace1
ItemCandidate	583	Name	DragonNecklace2
ItemCandidate	584	Name	DragonNecklace3
ItemCandidate	585	Name	DragonNecklace4
ItemCandidate	586	Name	DragonNecklace5
ItemCandidate	587	Name	DragonPendant
ItemCandidate	588	Name	DragonPendant1
ItemCandidate	589	Name	DragonPendant2
ItemCandidate	590	Name	DragonPendant3
ItemCandidate	591	Name	DragonPendant4
ItemCandidate	592	Name	DragonPendant5
ItemCandidate	593	Name	ProbeNecklace
Item	593	ToolTip	wont
ItemCandidate	594	Name	SkillNecklace
ItemCandidate	595	Name	BronzeHelmet
ItemCandidate	596	Name	MagicHelmet
ItemCandidate	597	Name	BrassHelmet
ItemCandidate	598	Name	GoldenTiara
ItemCandidate	599	Name	SkeletonHelmet
ItemCandidate	600	Name	ShamanHelmet
ItemCandidate	601	Name	SteelHelmet
ItemCandidate	602	Name	HelmetOfHero
ItemCandidate	603	Name	BlackIronHelmet
ItemCandidate	604	Name	GreatHelmet
ItemCandidate	605	Name	WisdomCoronet
ItemCandidate	606	Name	TaoCoronet
ItemCandidate	607	Name	RoyalHelmet
ItemCandidate	608	Name	HelmetOfKings
ItemCandidate	609	Name	HelmetOfSorcery
ItemCandidate	610	Name	PurifiedMask
ItemCandidate	611	Name	DemonShadow
ItemCandidate	612	Name	LeatherBelt
ItemCandidate	613	Name	ChainBelt
ItemCandidate	614	Name	BronzeBelt
ItemCandidate	615	Name	SteelBelt
ItemCandidate	616	Name	GoldBelt
ItemCandidate	617	Name	AdamantineBelt
ItemCandidate	618	Name	FlamingGrasp
ItemCandidate	619	Name	RottenShoes
ItemCandidate	620	Name	LowShoes
ItemCandidate	621	Name	LeatherBoots
ItemCandidate	622	Name	SilkBoots
ItemCandidate	623	Name	BlackBoots
ItemCandidate	624	Name	DragonBoots
ItemCandidate	625	Name	RedScaleBoots
ItemCandidate	626	Name	GoldPatternBoots
ItemCandidate	627	Name	HealthStone(S)
ItemCandidate	628	Name	HealthStone(M)
ItemCandidate	629	Name	HealthStone(L)
ItemCandidate	630	Name	HealthStone(XL)
ItemCandidate	631	Name	HealthStone
ItemCandidate	632	Name	MagicStone(S)
ItemCandidate	633	Name	MagicStone(M)
ItemCandidate	634	Name	MagicStone(L)
ItemCandidate	635	Name	MagicStone(XL)
ItemCandidate	636	Name	MagicStone
ItemCandidate	637	Name	PowerStone(S)
ItemCandidate	638	Name	PowerStone(M)
ItemCandidate	639	Name	PowerStone(L)
ItemCandidate	640	Name	PowerStone(XL)
ItemCandidate	641	Name	PowerStone
ItemCandidate	642	Name	DCStone(S)
ItemCandidate	643	Name	DCStone(M)
ItemCandidate	644	Name	DCStone(L)
ItemCandidate	645	Name	DCStone(XL)
ItemCandidate	646	Name	DCStone
ItemCandidate	647	Name	MCStone(S)
ItemCandidate	648	Name	MCStone(M)
ItemCandidate	649	Name	MCStone(L)
ItemCandidate	650	Name	MCStone(XL)
ItemCandidate	651	Name	MCStone
ItemCandidate	652	Name	SCStone(S)
ItemCandidate	653	Name	SCStone(M)
ItemCandidate	654	Name	SCStone(L)
ItemCandidate	655	Name	SCStone(XL)
ItemCandidate	656	Name	SCStone
ItemCandidate	657	Name	FrozenStone
ItemCandidate	658	Name	(HP)DrugSmall
ItemCandidate	659	Name	(MP)DrugSmall
ItemCandidate	660	Name	(HP)DrugMedium
ItemCandidate	661	Name	(MP)DrugMedium
ItemCandidate	662	Name	(HP)DrugLarge
ItemCandidate	663	Name	(MP)DrugLarge
ItemCandidate	664	Name	(HP)DrugXL
ItemCandidate	665	Name	(MP)DrugXL
ItemCandidate	666	Name	(HP)PotionSmall
ItemCandidate	667	Name	(MP)PotionSmall
ItemCandidate	668	Name	(HP)PotionMedium
ItemCandidate	669	Name	(MP)PotionMedium
ItemCandidate	670	Name	SunPotion
Item	670	ToolTip	Instantly heals player.
ItemCandidate	671	Name	SunPotion(M)
Item	671	ToolTip	Instantly heals player.
ItemCandidate	672	Name	Ginseng
ItemCandidate	673	Name	OldGinseng
ItemCandidate	674	Name	Apple
ItemCandidate	675	Name	ImpactDrug(S)
ItemCandidate	676	Name	ImpactDrug(M)
ItemCandidate	677	Name	ImpactDrug(L)
ItemCandidate	678	Name	MagicDrug(S)
ItemCandidate	679	Name	MagicDrug(M)
ItemCandidate	680	Name	MagicDrug(L)
ItemCandidate	681	Name	TaoistDrug(S)
ItemCandidate	682	Name	TaoistDrug(M)
ItemCandidate	683	Name	TaoistDrug(L)
ItemCandidate	684	Name	StormDrug(S)
ItemCandidate	685	Name	StormDrug(M)
ItemCandidate	686	Name	StormDrug(L)
ItemCandidate	687	Name	StaminaAid(S)
ItemCandidate	688	Name	StaminaAid(M)
ItemCandidate	689	Name	StaminaAid(L)
ItemCandidate	690	Name	MagicAid(S)
ItemCandidate	691	Name	MagicAid(M)
ItemCandidate	692	Name	MagicAid(L)
ItemCandidate	693	Name	SpencerDrug
ItemCandidate	694	Name	Dumpling
ItemCandidate	695	Name	BeefDumpling
ItemCandidate	696	Name	ChickenDumpling
ItemCandidate	697	Name	EggDumpling
ItemCandidate	698	Name	BoneDumpling
ItemCandidate	699	Name	HerbalTea
ItemCandidate	700	Name	MeatSoup
ItemCandidate	701	Name	ZerkSoup
ItemCandidate	702	Name	ChickenBroth
ItemCandidate	703	Name	EggBroth
ItemCandidate	704	Name	BoneBroth
ItemCandidate	705	Name	CannibalFruitTea
ItemCandidate	706	Name	RepairOil
ItemCandidate	707	Name	WarGodOil
Item	707	ToolTip	Repairs equipped weapons durability to maximum.
ItemCandidate	708	Name	[H]WarGodOil
Item	708	ToolTip	Repairs equipped weapons durability to maximum.
ItemCandidate	709	Name	BenedictionOil
Item	709	ToolTip	wont
ItemCandidate	710	Name	GreenPoison
ItemCandidate	711	Name	RedPoison
Item	711	ToolTip	Used in certain Taoist spells to give red poison (reduces defences)
ItemCandidate	712	Name	Amulet
Item	712	ToolTip	Required amulet for most Taoist spells.
ItemCandidate	713	Name	Amulet(Bundle)
Item	713	ToolTip	Bundle which contains total of 3000 Amulets
ItemCandidate	714	Name	AmuletOfRevival
Item	714	ToolTip	Required amulet for the Taoists resurrection spell.
ItemCandidate	715	Name	Invitation
ItemCandidate	716	Name	GTTeleport
Item	716	ToolTip	Strange scroll that can take you back to your Guild's Home
ItemCandidate	717	Name	RandomTeleport
ItemCandidate	718	Name	DungeonEscape
ItemCandidate	719	Name	TownTeleport
Item	719	ToolTip	Teleports player to their last saved safezone.
ItemCandidate	720	Name	TeleportHome
ItemCandidate	722	Name	Candle
ItemCandidate	723	Name	Torch
ItemCandidate	724	Name	EnternalFlame
ItemCandidate	725	Name	PeddlerTorch
ItemCandidate	726	Name	DragonTorch
ItemCandidate	727	Name	HardTorch(S)
ItemCandidate	728	Name	HardTorch(M)
ItemCandidate	729	Name	HardTorch(L)
ItemCandidate	730	Name	KnowledgeTorch(S)
ItemCandidate	731	Name	KnowledgeTorch(M)
ItemCandidate	732	Name	KnowledgeTorch(L)
ItemCandidate	733	Name	Lantern
ItemCandidate	734	Name	BraveryGem
ItemCandidate	735	Name	MagicGem
ItemCandidate	736	Name	SoulGem
ItemCandidate	737	Name	ProtectionGem
ItemCandidate	738	Name	EvilSlayerGem
ItemCandidate	739	Name	DurabilityGem
ItemCandidate	740	Name	StormGem
ItemCandidate	741	Name	AgilityGem
ItemCandidate	742	Name	AccuracyGem
ItemCandidate	743	Name	PoisonGem
ItemCandidate	744	Name	FreezingGem
ItemCandidate	745	Name	DisillusionGem
ItemCandidate	746	Name	EnduranceGem
ItemCandidate	747	Name	BraveryOrb
ItemCandidate	748	Name	MagicOrb
ItemCandidate	749	Name	SoulOrb
ItemCandidate	750	Name	ProtectionOrb
ItemCandidate	751	Name	EvilSlayerOrb
ItemCandidate	752	Name	DurabilityOrb
ItemCandidate	753	Name	StormOrb
ItemCandidate	754	Name	AgilityOrb
ItemCandidate	755	Name	AccuracyOrb
ItemCandidate	756	Name	PoisonOrb
ItemCandidate	757	Name	FreezingOrb
ItemCandidate	758	Name	DisillusionOrb
ItemCandidate	759	Name	EnduranceOrb
ItemCandidate	760	Name	SewingGoods
ItemCandidate	761	Name	BoneHammer
ItemCandidate	762	Name	GreaterSewingGoods
ItemCandidate	763	Name	GreaterBoneHammer
ItemCandidate	764	Name	BengalTiger
ItemCandidate	765	Name	BlueTiger
ItemCandidate	766	Name	BlackLeopard
ItemCandidate	767	Name	IceLeopard
ItemCandidate	768	Name	PantheraTiger
ItemCandidate	769	Name	RedTiger
ItemCandidate	770	Name	WhiteTiger
ItemCandidate	771	Name	Wolf
ItemCandidate	772	Name	BrownWolf
ItemCandidate	773	Name	BlueWolf
ItemCandidate	774	Name	BlackWolf
ItemCandidate	775	Name	WhiteWolf
ItemCandidate	776	Name	LeatherBridle
ItemCandidate	777	Name	GoldBridle
ItemCandidate	778	Name	BronzeBell
ItemCandidate	779	Name	SilverBell
ItemCandidate	780	Name	GoldBell
ItemCandidate	781	Name	GreenBell
ItemCandidate	782	Name	Saddle
ItemCandidate	783	Name	RedRibbon
ItemCandidate	784	Name	BlueRibbon
ItemCandidate	785	Name	BlackRibbon
ItemCandidate	786	Name	LeatherMask
ItemCandidate	787	Name	WhiteMask
ItemCandidate	788	Name	BlackMask
ItemCandidate	789	Name	SilverMask
ItemCandidate	790	Name	TitaniumMask
ItemCandidate	791	Name	RawMeat
ItemCandidate	792	Name	LeanMeat
ItemCandidate	793	Name	BlueFishingRod
ItemCandidate	794	Name	RedFishingRod[6M]
Item	794	ToolTip	Premium Fishing Rod purchasable from the GameShop.\r\n-Duration 6 Months
ItemCandidate	795	Name	FishingHook
ItemCandidate	796	Name	FishingFloat
ItemCandidate	797	Name	PremiumFloat
ItemCandidate	798	Name	FishBait
ItemCandidate	799	Name	PremiumBait
ItemCandidate	800	Name	FishDetector
ItemCandidate	801	Name	PremiumFinder
ItemCandidate	802	Name	FishingReel
ItemCandidate	803	Name	PremiumReel
ItemCandidate	804	Name	Walleye
ItemCandidate	805	Name	SwordFish
ItemCandidate	806	Name	RockBass
ItemCandidate	807	Name	Trout
ItemCandidate	808	Name	Tinker
ItemCandidate	809	Name	SmallGobby
ItemCandidate	810	Name	Mackeral
ItemCandidate	811	Name	Gobby
ItemCandidate	812	Name	ArmourBook(DC)
ItemCandidate	813	Name	ArmourBook(MC)
ItemCandidate	814	Name	ArmourBook(SC)
ItemCandidate	815	Name	ArmourBook(ACC)
ItemCandidate	816	Name	RustyArmour
ItemCandidate	817	Name	Translucent
ItemCandidate	818	Name	HavocCrystal
ItemCandidate	819	Name	BookofMana
ItemCandidate	820	Name	BookofSpirit
ItemCandidate	821	Name	ArmourCastTool
ItemCandidate	822	Name	MossyBox
ItemCandidate	823	Name	StrongRope
ItemCandidate	824	Name	CopperOre
ItemCandidate	825	Name	IronOre
ItemCandidate	826	Name	SilverOre
ItemCandidate	827	Name	GoldOre
ItemCandidate	828	Name	BlackIronOre
ItemCandidate	829	Name	Amethyst
ItemCandidate	830	Name	Ruby
ItemCandidate	831	Name	Platinum
ItemCandidate	832	Name	Nephrite
ItemCandidate	833	Name	AdamintineOre
ItemCandidate	834	Name	EmeraldOre
ItemCandidate	835	Name	OlivineOre
ItemCandidate	836	Name	PickAxe
ItemCandidate	837	Name	PickAxe0
ItemCandidate	838	Name	Stamp
ItemCandidate	839	Name	GoldBar
ItemCandidate	840	Name	GoldBarBundle
ItemCandidate	841	Name	GoldChest
ItemCandidate	842	Name	GambleChip
ItemCandidate	843	Name	Dice
ItemCandidate	844	Name	UnknownOrb
ItemCandidate	845	Name	AdmissionOrb
ItemCandidate	846	Name	ScrollOfSeal
ItemCandidate	847	Name	GuardianOrb
ItemCandidate	848	Name	BichonToken
ItemCandidate	849	Name	TimeStonePiece
ItemCandidate	850	Name	Chicken
ItemCandidate	851	Name	Pork
ItemCandidate	852	Name	Beef
ItemCandidate	853	Name	Venison
ItemCandidate	854	Name	Mutton
ItemCandidate	855	Name	Meat
ItemCandidate	856	Name	DeerMeat
ItemCandidate	857	Name	Feather
ItemCandidate	858	Name	BrownChestnut
ItemCandidate	859	Name	BronzeChestnut
ItemCandidate	860	Name	SilverChestnut
ItemCandidate	861	Name	GoldChestnut
ItemCandidate	862	Name	Cherry
ItemCandidate	863	Name	Mushroom
ItemCandidate	864	Name	EbonyFruit
ItemCandidate	865	Name	Timber
ItemCandidate	866	Name	CannibalLeaf
ItemCandidate	867	Name	CannibalFruit
ItemCandidate	868	Name	SpiderTeeth
ItemCandidate	869	Name	SpiderWeb
ItemCandidate	870	Name	WoomaHorn
ItemCandidate	871	Name	ZumaRelic
ItemCandidate	872	Name	MaggotPill
ItemCandidate	873	Name	ScorpionTail
ItemCandidate	874	Name	Bone
ItemCandidate	875	Name	LargeBone
ItemCandidate	876	Name	SkyStingerEgg
ItemCandidate	877	Name	Mandible
ItemCandidate	878	Name	BugEye
ItemCandidate	879	Name	BugLeg
ItemCandidate	880	Name	BugShell
ItemCandidate	881	Name	WhiteThread
ItemCandidate	882	Name	RedThread
ItemCandidate	883	Name	BlackThread
ItemCandidate	884	Name	RedEyeSkull
ItemCandidate	885	Name	DragonScale
ItemCandidate	886	Name	WindMarble
ItemCandidate	887	Name	EvasionMarble
ItemCandidate	888	Name	FocusMarble
ItemCandidate	889	Name	PoisonMarble
ItemCandidate	890	Name	IceMarble
ItemCandidate	891	Name	WillMarble
ItemCandidate	892	Name	AntidoteMarble
ItemCandidate	893	Name	String
ItemCandidate	894	Name	HealingLetter
ItemCandidate	895	Name	DeerHorn
ItemCandidate	896	Name	DeerBlood
ItemCandidate	897	Name	PigEar
ItemCandidate	898	Name	PigHoof
ItemCandidate	899	Name	SpiderLeg
ItemCandidate	900	Name	CannibalPoison
ItemCandidate	901	Name	RedMoonChip
ItemCandidate	902	Name	EvilApeOil
ItemCandidate	903	Name	EvilApeHeart
ItemCandidate	904	Name	JadeCrystal
ItemCandidate	905	Name	DemonLeather
ItemCandidate	906	Name	UndeadLeather
ItemCandidate	907	Name	MammothLeather
ItemCandidate	908	Name	BeastLeather
ItemCandidate	909	Name	LightLeather
ItemCandidate	910	Name	BaboonLeather
ItemCandidate	911	Name	RhinoLeather
ItemCandidate	912	Name	AncientLeather
ItemCandidate	913	Name	BraveryGlyph0
ItemCandidate	914	Name	BraveryGlyph1
ItemCandidate	915	Name	BraveryGlyph2
ItemCandidate	916	Name	BraveryGlyph3
ItemCandidate	917	Name	MagicGlyph0
ItemCandidate	918	Name	MagicGlyph1
ItemCandidate	919	Name	MagicGlyph2
ItemCandidate	920	Name	MagicGlyph3
ItemCandidate	921	Name	SoulGlyph0
ItemCandidate	922	Name	SoulGlyph1
ItemCandidate	923	Name	SoulGlyph2
ItemCandidate	924	Name	SoulGlyph3
ItemCandidate	925	Name	ProtectionGlyph0
ItemCandidate	926	Name	ProtectionGlyph1
ItemCandidate	927	Name	ProtectionGlyph2
ItemCandidate	928	Name	ProtectionGlyph3
ItemCandidate	929	Name	EvilSlayerGlyph0
ItemCandidate	930	Name	EvilSlayerGlyph1
ItemCandidate	931	Name	EvilSlayerGlyph2
ItemCandidate	932	Name	EvilSlayerGlyph3
ItemCandidate	933	Name	BodyGlyph0
ItemCandidate	934	Name	BodyGlyph1
ItemCandidate	935	Name	BodyGlyph2
ItemCandidate	936	Name	BodyGlyph3
ItemCandidate	937	Name	AwakeningSoul0
Item	937	ToolTip	Required for each upgrade.
ItemCandidate	938	Name	AwakeningSoul1
Item	938	ToolTip	Required for each upgrade.
ItemCandidate	939	Name	AwakeningSoul2
Item	939	ToolTip	Required for each upgrade.
ItemCandidate	940	Name	AwakeningSoul3
Item	940	ToolTip	Required for each upgrade.
ItemCandidate	941	Name	BabyPigEgg
Item	941	ToolTip	Click this egg to obtain a Creature.\r\nA Creature can pickup your items for you while you can continue the fight.
ItemCandidate	942	Name	ChickEgg
Item	942	ToolTip	Click this egg to obtain a Creature.\r\nA Creature can pickup your items for you while you can continue the fight.
ItemCandidate	943	Name	KittenEgg
Item	943	ToolTip	Click this egg to obtain a Creature.\r\nA Creature can pickup your items for you while you can continue the fight.
ItemCandidate	944	Name	SkeletonEgg
Item	944	ToolTip	Click this egg to obtain a Creature.\r\nA Creature can pickup your items for you while you can continue the fight.
ItemCandidate	945	Name	BaekdonEgg
Item	945	ToolTip	Click this egg to obtain a Creature.\r\nA Creature can pickup your items for you while you can continue the fight.
ItemCandidate	946	Name	WimaenEgg
Item	946	ToolTip	Click this egg to obtain a Creature.\r\nA Creature can pickup your items for you while you can continue the fight.
ItemCandidate	947	Name	BlackKittenEgg
Item	947	ToolTip	Click this egg to obtain a Creature.\r\nA Creature can pickup your items for you while you can continue the fight.
ItemCandidate	948	Name	BabyDragonEgg
Item	948	ToolTip	Click this egg to obtain a Creature.\r\nA Creature can pickup your items for you while you can continue the fight.
ItemCandidate	949	Name	OlympicEgg
Item	949	ToolTip	Click this egg to obtain a Creature.\r\nA Creature can pickup your items for you while you can continue the fight.
ItemCandidate	950	Name	SnowManEgg
Item	950	ToolTip	Click this egg to obtain a Creature.\r\nA Creature can pickup your items for you while you can continue the fight.
ItemCandidate	951	Name	FrogEgg
Item	951	ToolTip	Click this egg to obtain a Creature.\r\nA Creature can pickup your items for you while you can continue the fight.
ItemCandidate	952	Name	CreatureMirror
Item	952	ToolTip	With this mirror you can rename a creature.
ItemCandidate	953	Name	BlackCreatureStone
Item	953	ToolTip	Special creatures produce these rare stones every 3 hours.\r\nBreaking this stone will grant you a random item.
ItemCandidate	954	Name	CreatureNuts
Item	954	ToolTip	Maintain food level  for 10 hours.
ItemCandidate	955	Name	FairyMoss
Item	955	ToolTip	You can give this to your creature.\r\n25%
ItemCandidate	956	Name	FreshwaterClam
Item	956	ToolTip	You can give this to your creature.\r\n50%
ItemCandidate	957	Name	Mackerel
Item	957	ToolTip	You can give this to your creature.\r\n75%
ItemCandidate	958	Name	Cherries
Item	958	ToolTip	You can give this to your creature.\r\n100%
ItemCandidate	959	Name	WonderPill
Item	959	ToolTip	When a creature's feeding reaches 0
ItemCandidate	960	Name	WonderBox(S)
Item	960	ToolTip	Open this box to receive a random wonder.\r\nWonderStrength is based on BoxStrength.
ItemCandidate	961	Name	WonderBox(M)
Item	961	ToolTip	Open this box to receive a random wonder.\r\nWonderStrength is based on BoxStrength.
ItemCandidate	962	Name	WonderBox(L)
Item	962	ToolTip	Open this box to receive a random wonder.\r\nWonderStrength is based on BoxStrength.
ItemCandidate	963	Name	WonderDrug(EXP)
Item	963	ToolTip	Increase Experience by 5% for 1 hour.
ItemCandidate	964	Name	WonderDrug(DROP)
Item	964	ToolTip	Increase DropRate by 10% for 1 hour.
ItemCandidate	965	Name	WonderDrug(HP)
Item	965	ToolTip	Increase MaxHP by 50 for 1 hour.
ItemCandidate	966	Name	WonderDrug(MP)
Item	966	ToolTip	Increase MaxMP by 50 for 1 hour.
ItemCandidate	967	Name	WonderDrug(AC)
Item	967	ToolTip	Increase AC 1-1 for 1 hour.
ItemCandidate	968	Name	WonderDrug(MAC)
Item	968	ToolTip	Increase AMC 1-1 for 1 hour.
ItemCandidate	969	Name	WonderDrug(A.SPEED)
Item	969	ToolTip	Increase Speed for 30m.
ItemCandidate	970	Name	Knapsack(S)
Item	970	ToolTip	Increase BagWeight by 3 for 5 hours.
ItemCandidate	971	Name	Knapsack(M)
Item	971	ToolTip	Increase BagWeight by 5 for 5 hours.
ItemCandidate	972	Name	Knapsack(L)
Item	972	ToolTip	Increase BagWeight by 9 for 5 hours.
ItemCandidate	973	Name	Fencing
Item	973	ToolTip	Hitting Accuracy is increased per spell level.
ItemCandidate	974	Name	Slaying
Item	974	ToolTip	Your weapon becomes infused with strength
ItemCandidate	975	Name	Thrusting
Item	975	ToolTip	Increases the distance of your attack
ItemCandidate	976	Name	HalfMoon
Item	976	ToolTip	Curves the swing of the weapon allowing\r\nyou to hit up to 4 targets at once.\r\n
ItemCandidate	977	Name	ShoulderDash
Item	977	ToolTip	Charge at your target pushing them back
ItemCandidate	978	Name	TwinDrakeBlade
Item	978	ToolTip	The weapon performs 2 swings in one motion.\r\nTarget has a chance of becoming stunned\r\nallowing more damage.
ItemCandidate	979	Name	Entrapment
Item	979	ToolTip	Paralyses mobs and pulls them towards \r\nthe caster.
ItemCandidate	980	Name	FlamingSword
Item	980	ToolTip	Summons the spirit of fire causing a devastating\r\nblow to the target.
ItemCandidate	981	Name	LionRoar
Item	981	ToolTip	The warrior lets out a bellowing roar
ItemCandidate	982	Name	CrossHalfMoon
Item	982	ToolTip	Perform 2 curving swings with their weapon\r\nallowing them to hit up to 8 targets at once.
ItemCandidate	983	Name	BladeAvalanche
Item	983	ToolTip	Performs a thrust like action in 3 directions.
ItemCandidate	984	Name	ProtectionField
Item	984	ToolTip	Warrior enters a hardened state of mind where\r\nany physical damage taken is reduced.
ItemCandidate	985	Name	Rage
Item	985	ToolTip	Warrior enters a enraged state of mind where\r\neach weapon swing hits harder.
ItemCandidate	986	Name	CounterAttack
Item	986	ToolTip	Improves all defenses and has a chance\r\nto reflect damage to the attacker.
ItemCandidate	987	Name	SlashingBurst
